,tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,time_per_seu_(s)
10,"(1992, 751)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_weight,0.019577134,-0.019577134400606155,0,-10.126567330916714
11,"(2207, 296)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_weight,0.03593404,-0.03593403846025467,0,-10.126567330916714
0,"(33,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.07272962,0.07272961735725403,0,-9.954610549187578
1,"(125,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.14414813,0.14414812624454498,0,-9.954610549187578
2,"(208,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.01356485,-0.013564850203692913,0,-9.954610549187578
3,"(345,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.09669619,0.09669619053602219,0,-9.954610549187578
4,"(644,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.16884653,-0.16884653270244598,0,-9.954610549187578
5,"(1177,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.004331853,0.004331852775067091,0,-9.954610549187578
6,"(1210,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.011809109,-0.011809108778834343,0,-9.954610549187578
7,"(1271,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.016243337,-0.016243336722254753,0,-9.954610549187578
8,"(1452,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.02035168,0.020351679995656013,0,-9.954610549187578
9,"(1525,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.012941639,-0.012941638939082623,0,-9.954610549187578
10,"(1564,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.0003846523,-0.00038465228863060474,0,-9.954610549187578
11,"(1577,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.0019755536,0.0019755535759031773,0,-9.954610549187578
12,"(1790,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.006378617,-0.006378617137670517,0,-9.954610549187578
13,"(1824,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,0.0005208516,-0.0005208515794947743,0,-9.954610549187578
14,"(2059,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.0015931342,0.001593134249560535,0,-9.954610549187578
15,"(2224,)",0.7608,encoder.layers.encoder_layer_9.self_attention.in_proj_bias,-0.0052602524,0.005260252393782139,0,-9.954610549187578
0,"(30, 224)",0.7606,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.016355518,-0.016355518251657486,0,-9.997965625384705
1,"(237, 147)",0.7606,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.014383143,-0.014383142814040184,0,-9.997965625384705
2,"(255, 222)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.0016956464,-0.0016956464387476444,0,-9.997965625384705
3,"(307, 476)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.030437753,-0.030437752604484558,0,-9.997965625384705
4,"(369, 125)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.00050241215,-0.0005024121492169797,0,-9.997965625384705
5,"(419, 577)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.008667524,-0.008667523972690105,0,-9.997965625384705
6,"(512, 99)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.042392857,-0.04239285737276077,0,-9.997965625384705
7,"(526, 27)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.005334482,-0.005334482062608004,0,-9.997965625384705
8,"(549, 731)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,-0.012328018,0.012328018434345722,0,-9.997965625384705
9,"(597, 597)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.046129454,-0.04612945392727852,0,-9.997965625384705
10,"(625, 528)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,-0.014606289,0.014606288634240627,0,-9.997965625384705
11,"(645, 150)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.00066878914,-0.0006687891436740756,0,-9.997965625384705
12,"(686, 445)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.weight,0.0016497832,-0.0016497832257300615,0,-9.997965625384705
0,"(30,)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,0.0050868713,-0.005086871329694986,0,-9.90173403981829
1,"(65,)",0.7606,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,-0.021214558,0.02121455781161785,0,-9.90173403981829
2,"(84,)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,-0.0063404953,0.006340495310723782,0,-9.90173403981829
3,"(173,)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,0.00030391724,-0.00030391724430955946,0,-9.90173403981829
4,"(223,)",0.7606,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,-0.0059812735,0.0059812734834849834,0,-9.90173403981829
5,"(247,)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,0.0053013638,-0.00530136376619339,0,-9.90173403981829
6,"(391,)",0.761,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,-0.20344375,0.2034437507390976,0,-9.90173403981829
7,"(411,)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,0.0028021992,-0.0028021992184221745,0,-9.90173403981829
8,"(493,)",0.7606,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,0.017606031,-0.017606031149625778,0,-9.90173403981829
9,"(607,)",0.7606,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,-0.010830024,0.010830024257302284,0,-9.90173403981829
10,"(727,)",0.7608,encoder.layers.encoder_layer_9.self_attention.out_proj.bias,-0.018421674,0.018421674147248268,0,-9.90173403981829
0,"(271,)",0.7598,encoder.layers.encoder_layer_9.ln_2.weight,0.6048887,-0.6048886775970459,0,-9.954907875857057
1,"(284,)",0.7612,encoder.layers.encoder_layer_9.ln_2.weight,0.5750313,-0.5750312805175781,0,-9.954907875857057
2,"(362,)",0.7612,encoder.layers.encoder_layer_9.ln_2.weight,0.66168296,-0.6616829633712769,0,-9.954907875857057
3,"(373,)",0.7608,encoder.layers.encoder_layer_9.ln_2.weight,0.6309537,-0.6309537291526794,0,-9.954907875857057
4,"(379,)",0.7608,encoder.layers.encoder_layer_9.ln_2.weight,0.58570606,-0.5857060551643372,0,-9.954907875857057
5,"(532,)",0.7614,encoder.layers.encoder_layer_9.ln_2.weight,0.6614646,-0.6614645719528198,0,-9.954907875857057
6,"(564,)",0.7594,encoder.layers.encoder_layer_9.ln_2.weight,0.572283,-0.5722830295562744,0,-9.954907875857057
0,"(155,)",0.7608,encoder.layers.encoder_layer_9.ln_2.bias,-0.08712592,0.08712591975927353,0,-10.097819899875049
1,"(263,)",0.761,encoder.layers.encoder_layer_9.ln_2.bias,0.020093177,-0.020093176513910294,0,-10.097819899875049
2,"(264,)",0.761,encoder.layers.encoder_layer_9.ln_2.bias,-0.02180789,0.021807890385389328,0,-10.097819899875049
3,"(512,)",0.7608,encoder.layers.encoder_layer_9.ln_2.bias,0.09650315,-0.09650315344333649,0,-10.097819899875049
4,"(595,)",0.7604,encoder.layers.encoder_layer_9.ln_2.bias,-0.2449929,0.24499289691448212,0,-10.097819899875049
5,"(627,)",0.7608,encoder.layers.encoder_layer_9.ln_2.bias,-0.0031715608,0.0031715608201920986,0,-10.097819899875049
6,"(732,)",0.761,encoder.layers.encoder_layer_9.ln_2.bias,-0.12610762,0.1261076182126999,0,-10.097819899875049
7,"(735,)",0.7608,encoder.layers.encoder_layer_9.ln_2.bias,0.03770707,-0.037707071751356125,0,-10.097819899875049
0,"(176, 49)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,-0.041760392,0.0417603924870491,0,-10.552307420199941
1,"(392, 427)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,0.035739787,-0.03573978692293167,0,-10.552307420199941
2,"(634, 491)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,-0.012944216,0.012944215908646584,0,-10.552307420199941
3,"(871, 552)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,0.054952204,-0.05495220422744751,0,-10.552307420199941
4,"(1247, 304)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,-0.074442804,0.0744428038597107,0,-10.552307420199941
5,"(1340, 411)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,-0.033730257,0.03373025730252266,0,-10.552307420199941
6,"(1407, 646)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,0.016200297,-0.016200296580791473,0,-10.552307420199941
7,"(1694, 53)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,-0.0129119065,0.012911906465888023,0,-10.552307420199941
8,"(1871, 465)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,0.018400999,-0.018400998786091805,0,-10.552307420199941
9,"(3017, 598)",0.7608,encoder.layers.encoder_layer_9.mlp.0.weight,0.05851883,-0.05851883068680763,0,-10.552307420199941
0,"(80,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.022468472,0.02246847189962864,0,-10.027985184666553
1,"(189,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.025906106,0.02590610645711422,0,-10.027985184666553
2,"(256,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.019878121,0.019878121092915535,0,-10.027985184666553
3,"(314,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.019844744,0.019844744354486465,0,-10.027985184666553
4,"(331,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.022635622,0.022635621950030327,0,-10.027985184666553
5,"(953,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.025859486,0.025859486311674118,0,-10.027985184666553
6,"(1307,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.10215346,0.10215345770120621,0,-10.027985184666553
7,"(1600,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.01288534,0.012885339558124542,0,-10.027985184666553
8,"(1786,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.016896827,0.016896827146410942,0,-10.027985184666553
9,"(2292,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.017533548,0.017533548176288605,0,-10.027985184666553
10,"(2401,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.018631302,0.018631301820278168,0,-10.027985184666553
11,"(2595,)",0.7608,encoder.layers.encoder_layer_9.mlp.0.bias,-0.018534528,0.018534528091549873,0,-10.027985184666553
0,"(48, 2286)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,0.012276523,-0.012276522815227509,0,-10.33087514183338
1,"(122, 1391)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,0.013375032,-0.013375031761825085,0,-10.33087514183338
2,"(212, 1001)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,-0.01508594,0.01508594024926424,0,-10.33087514183338
3,"(261, 40)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,-0.0011996955,0.0011996955145150423,0,-10.33087514183338
4,"(270, 2291)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,-0.017046802,0.01704680174589157,0,-10.33087514183338
5,"(433, 1421)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,-0.04535297,0.04535296931862831,0,-10.33087514183338
6,"(453, 2355)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,0.0077978196,-0.007797819562256336,0,-10.33087514183338
7,"(463, 1361)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,-0.0068043172,0.006804317235946655,0,-10.33087514183338
8,"(670, 1001)",0.7606,encoder.layers.encoder_layer_9.mlp.3.weight,0.025677564,-0.02567756362259388,0,-10.33087514183338
9,"(722, 2234)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,0.0023618059,-0.0023618058767169714,0,-10.33087514183338
10,"(724, 779)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,-0.028884772,0.028884772211313248,0,-10.33087514183338
11,"(743, 2029)",0.7608,encoder.layers.encoder_layer_9.mlp.3.weight,-0.023036359,0.023036358878016472,0,-10.33087514183338
0,"(14,)",0.761,encoder.layers.encoder_layer_9.mlp.3.bias,0.0053044925,-0.005304492544382811,0,-9.923011596272772
1,"(25,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,0.0004296435,-0.000429643492680043,0,-9.923011596272772
2,"(57,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,-0.0022990424,0.0022990424185991287,0,-9.923011596272772
3,"(137,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,-0.0009662248,0.0009662248194217682,0,-9.923011596272772
4,"(202,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,-5.9104248e-05,5.9104248066432774e-05,0,-9.923011596272772
5,"(216,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,-0.0030932007,0.003093200735747814,0,-9.923011596272772
6,"(290,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,0.0034081666,-0.003408166579902172,0,-9.923011596272772
7,"(341,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,-0.0045451247,0.004545124713331461,0,-9.923011596272772
8,"(365,)",0.761,encoder.layers.encoder_layer_9.mlp.3.bias,-0.007441986,0.007441985886543989,0,-9.923011596272772
9,"(380,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,0.004707855,-0.004707855172455311,0,-9.923011596272772
10,"(480,)",0.7608,encoder.layers.encoder_layer_9.mlp.3.bias,0.0010531538,-0.001053153770044446,0,-9.923011596272772
0,"(65,)",0.7598,encoder.layers.encoder_layer_10.ln_1.weight,0.32135922,-0.32135921716690063,0,-9.94774190370008
1,"(69,)",0.7616,encoder.layers.encoder_layer_10.ln_1.weight,0.3296974,-0.3296974003314972,0,-9.94774190370008
2,"(142,)",0.7608,encoder.layers.encoder_layer_10.ln_1.weight,0.32296902,-0.3229690194129944,0,-9.94774190370008
3,"(180,)",0.7604,encoder.layers.encoder_layer_10.ln_1.weight,0.24940124,-0.2494012415409088,0,-9.94774190370008
4,"(181,)",0.7616,encoder.layers.encoder_layer_10.ln_1.weight,0.29794508,-0.2979450821876526,0,-9.94774190370008
5,"(237,)",0.7608,encoder.layers.encoder_layer_10.ln_1.weight,0.0035754917,-0.0035754917189478874,0,-9.94774190370008
6,"(341,)",0.7606,encoder.layers.encoder_layer_10.ln_1.weight,0.25900787,-0.25900787115097046,0,-9.94774190370008
7,"(500,)",0.7612,encoder.layers.encoder_layer_10.ln_1.weight,0.19423746,-0.19423745572566986,0,-9.94774190370008
8,"(527,)",0.76,encoder.layers.encoder_layer_10.ln_1.weight,0.32038847,-0.32038846611976624,0,-9.94774190370008
9,"(608,)",0.761,encoder.layers.encoder_layer_10.ln_1.weight,0.1773736,-0.17737360298633575,0,-9.94774190370008
0,"(187,)",0.7598,encoder.layers.encoder_layer_10.ln_1.bias,-0.051288806,0.05128880590200424,0,-9.92195882130769
1,"(301,)",0.7608,encoder.layers.encoder_layer_10.ln_1.bias,0.0002196346,-0.00021963460312690586,0,-9.92195882130769
2,"(353,)",0.761,encoder.layers.encoder_layer_10.ln_1.bias,-0.009479176,0.009479176253080368,0,-9.92195882130769
3,"(389,)",0.7606,encoder.layers.encoder_layer_10.ln_1.bias,0.013656467,-0.013656467199325562,0,-9.92195882130769
4,"(418,)",0.7608,encoder.layers.encoder_layer_10.ln_1.bias,0.0010126116,-0.0010126115521416068,0,-9.92195882130769
5,"(455,)",0.7608,encoder.layers.encoder_layer_10.ln_1.bias,0.008316303,-0.008316302672028542,0,-9.92195882130769
6,"(471,)",0.761,encoder.layers.encoder_layer_10.ln_1.bias,-0.0058892802,0.00588928023353219,0,-9.92195882130769
7,"(486,)",0.761,encoder.layers.encoder_layer_10.ln_1.bias,0.020689102,-0.0206891018897295,0,-9.92195882130769
8,"(592,)",0.7606,encoder.layers.encoder_layer_10.ln_1.bias,0.018989034,-0.01898903399705887,0,-9.92195882130769
9,"(598,)",0.7608,encoder.layers.encoder_layer_10.ln_1.bias,-0.016110111,0.01611011102795601,0,-9.92195882130769
10,"(619,)",0.7608,encoder.layers.encoder_layer_10.ln_1.bias,0.0031990134,-0.003199013415724039,0,-9.92195882130769
11,"(623,)",0.7606,encoder.layers.encoder_layer_10.ln_1.bias,-0.043653373,0.043653372675180435,0,-9.92195882130769
12,"(665,)",0.7608,encoder.layers.encoder_layer_10.ln_1.bias,-0.0018338563,0.001833856338635087,0,-9.92195882130769
0,"(51, 229)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,0.028934164,-0.028934163972735405,0,-10.345831930125087
1,"(363, 586)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,-0.021472842,0.021472841501235962,0,-10.345831930125087
2,"(706, 340)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,-0.0035219972,0.0035219972487539053,0,-10.345831930125087
3,"(1289, 7)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,0.00047816033,-0.00047816033475100994,0,-10.345831930125087
4,"(1553, 129)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,0.022724045,-0.02272404544055462,0,-10.345831930125087
5,"(1780, 117)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,0.03293164,-0.03293164074420929,0,-10.345831930125087
6,"(1848, 448)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,0.017856952,-0.01785695180296898,0,-10.345831930125087
7,"(1983, 493)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_weight,-0.0065174676,0.006517467554658651,0,-10.345831930125087
0,"(237,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,0.060712893,-0.060712892562150955,0,-9.90080531679996
1,"(328,)",0.7606,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,0.18599825,-0.18599824607372284,0,-9.90080531679996
2,"(464,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,0.10290126,-0.10290125757455826,0,-9.90080531679996
3,"(569,)",0.7606,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,0.059236627,-0.05923662707209587,0,-9.90080531679996
4,"(742,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,0.07748672,-0.07748672366142273,0,-9.90080531679996
5,"(1082,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,-0.0005228223,0.0005228223162703216,0,-9.90080531679996
6,"(1223,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,-0.0018283738,0.0018283737590536475,0,-9.90080531679996
7,"(1227,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,-0.019702082,0.019702082499861717,0,-9.90080531679996
8,"(1497,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,-0.007783984,0.007783983834087849,0,-9.90080531679996
9,"(2245,)",0.7608,encoder.layers.encoder_layer_10.self_attention.in_proj_bias,-0.005314156,0.005314155947417021,0,-9.90080531679996
0,"(65, 735)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.weight,0.014724501,-0.01472450140863657,0,-10.018428156333357
1,"(134, 178)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.weight,0.018267373,-0.018267372623085976,0,-10.018428156333357
2,"(206, 79)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.weight,0.027085977,-0.02708597667515278,0,-10.018428156333357
3,"(552, 84)",0.761,encoder.layers.encoder_layer_10.self_attention.out_proj.weight,-0.030276671,0.030276671051979065,0,-10.018428156333357
4,"(589, 16)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.weight,-0.014208954,0.014208953827619553,0,-10.018428156333357
5,"(615, 657)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.weight,-0.0042743976,0.004274397622793913,0,-10.018428156333357
0,"(50,)",0.7614,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.013396151,0.01339615136384964,0,-9.82729101742851
1,"(51,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.00048170576,0.00048170576337724924,0,-9.82729101742851
2,"(114,)",0.7604,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,0.011944044,-0.011944044381380081,0,-9.82729101742851
3,"(123,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.007634419,0.0076344190165400505,0,-9.82729101742851
4,"(153,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.0007470493,0.0007470492855645716,0,-9.82729101742851
5,"(156,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,0.010464878,-0.01046487782150507,0,-9.82729101742851
6,"(180,)",0.7606,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.005148025,0.00514802522957325,0,-9.82729101742851
7,"(188,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,0.0019370953,-0.001937095308676362,0,-9.82729101742851
8,"(340,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.009964531,0.009964531287550926,0,-9.82729101742851
9,"(547,)",0.7606,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.00942487,0.009424869902431965,0,-9.82729101742851
10,"(552,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.0034252312,0.0034252312034368515,0,-9.82729101742851
11,"(616,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.0034808998,0.0034808998461812735,0,-9.82729101742851
12,"(661,)",0.761,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,0.008595971,-0.008595971390604973,0,-9.82729101742851
13,"(676,)",0.7608,encoder.layers.encoder_layer_10.self_attention.out_proj.bias,-0.0053624744,0.005362474359571934,0,-9.82729101742851
0,"(42,)",0.7612,encoder.layers.encoder_layer_10.ln_2.weight,0.6592975,-0.659297525882721,0,-9.841018737625063
1,"(51,)",0.7618,encoder.layers.encoder_layer_10.ln_2.weight,0.56326944,-0.5632694363594055,0,-9.841018737625063
2,"(297,)",0.7606,encoder.layers.encoder_layer_10.ln_2.weight,0.55375487,-0.5537548661231995,0,-9.841018737625063
3,"(300,)",0.7608,encoder.layers.encoder_layer_10.ln_2.weight,0.6039308,-0.6039307713508606,0,-9.841018737625063
4,"(470,)",0.7604,encoder.layers.encoder_layer_10.ln_2.weight,0.5476887,-0.5476887226104736,0,-9.841018737625063
5,"(570,)",0.7598,encoder.layers.encoder_layer_10.ln_2.weight,0.6795502,-0.6795501708984375,0,-9.841018737625063
6,"(751,)",0.7612,encoder.layers.encoder_layer_10.ln_2.weight,0.52968025,-0.5296802520751953,0,-9.841018737625063
7,"(760,)",0.7614,encoder.layers.encoder_layer_10.ln_2.weight,0.5718816,-0.5718815922737122,0,-9.841018737625063
0,"(10,)",0.7606,encoder.layers.encoder_layer_10.ln_2.bias,-0.1295773,0.12957729399204254,0,-9.836286288125166
1,"(76,)",0.7604,encoder.layers.encoder_layer_10.ln_2.bias,0.14511287,-0.14511287212371826,0,-9.836286288125166
2,"(304,)",0.761,encoder.layers.encoder_layer_10.ln_2.bias,0.13835856,-0.13835856318473816,0,-9.836286288125166
3,"(321,)",0.7608,encoder.layers.encoder_layer_10.ln_2.bias,0.15764245,-0.1576424539089203,0,-9.836286288125166
4,"(413,)",0.7608,encoder.layers.encoder_layer_10.ln_2.bias,0.013889943,-0.01388994324952364,0,-9.836286288125166
5,"(682,)",0.761,encoder.layers.encoder_layer_10.ln_2.bias,0.18198267,-0.18198266625404358,0,-9.836286288125166
6,"(683,)",0.7608,encoder.layers.encoder_layer_10.ln_2.bias,-0.2865599,0.28655990958213806,0,-9.836286288125166
7,"(736,)",0.7614,encoder.layers.encoder_layer_10.ln_2.bias,0.22236931,-0.22236931324005127,0,-9.836286288125166
0,"(352, 251)",0.7608,encoder.layers.encoder_layer_10.mlp.0.weight,0.056987856,-0.05698785558342934,0,-10.80087175025028
1,"(1225, 4)",0.7608,encoder.layers.encoder_layer_10.mlp.0.weight,-0.060101397,0.06010139733552933,0,-10.80087175025028
2,"(1906, 81)",0.7608,encoder.layers.encoder_layer_10.mlp.0.weight,0.05396141,-0.053961411118507385,0,-10.80087175025028
3,"(3010, 142)",0.7608,encoder.layers.encoder_layer_10.mlp.0.weight,0.016278455,-0.016278455033898354,0,-10.80087175025028
0,"(1333,)",0.7608,encoder.layers.encoder_layer_10.mlp.0.bias,-0.04050313,0.04050312936306,0,-9.848333167200327
1,"(2096,)",0.7608,encoder.layers.encoder_layer_10.mlp.0.bias,-0.021637913,0.021637912839651108,0,-9.848333167200327
2,"(2740,)",0.7608,encoder.layers.encoder_layer_10.mlp.0.bias,-0.023462268,0.023462267592549324,0,-9.848333167200327
3,"(2912,)",0.7608,encoder.layers.encoder_layer_10.mlp.0.bias,-0.021060105,0.02106010541319847,0,-9.848333167200327
4,"(3007,)",0.7608,encoder.layers.encoder_layer_10.mlp.0.bias,-0.028208893,0.028208892792463303,0,-9.848333167200327
0,"(11, 1342)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,0.027344443,-0.027344442903995514,0,-9.960600149833327
1,"(47, 1450)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.011151362,0.011151362210512161,0,-9.960600149833327
2,"(144, 233)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.013228625,0.013228625059127808,0,-9.960600149833327
3,"(175, 1030)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.04197699,0.041976988315582275,0,-9.960600149833327
4,"(189, 193)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.0044922703,0.004492270294576883,0,-9.960600149833327
5,"(260, 2867)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.017464468,0.017464468255639076,0,-9.960600149833327
6,"(265, 2514)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.00950378,0.00950377993285656,0,-9.960600149833327
7,"(311, 639)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.023119874,0.02311987429857254,0,-9.960600149833327
8,"(507, 449)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,0.0015858138,-0.0015858138212934136,0,-9.960600149833327
9,"(530, 2965)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.0010005034,0.001000503427349031,0,-9.960600149833327
10,"(605, 1115)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,0.06690247,-0.06690247356891632,0,-9.960600149833327
11,"(608, 1348)",0.7606,encoder.layers.encoder_layer_10.mlp.3.weight,-0.03425767,0.0342576690018177,0,-9.960600149833327
12,"(610, 522)",0.7606,encoder.layers.encoder_layer_10.mlp.3.weight,-0.03659167,0.03659167140722275,0,-9.960600149833327
13,"(678, 31)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.024330383,0.0243303831666708,0,-9.960600149833327
14,"(701, 2289)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.022050988,0.02205098792910576,0,-9.960600149833327
15,"(718, 2723)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.00025675166,0.0002567516639828682,0,-9.960600149833327
16,"(734, 1603)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,0.013806344,-0.013806344009935856,0,-9.960600149833327
17,"(766, 2200)",0.7608,encoder.layers.encoder_layer_10.mlp.3.weight,-0.009739825,0.009739824570715427,0,-9.960600149833327
