tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(5, 0, 1, 1)",0.94,conv2.weight,-0.025244763,0.025244763121008873,0,0.95,0.010000000000000009,gelu
"(5, 0, 1, 2)",0.95,conv2.weight,-0.3737052,0.3737052083015442,0,0.95,0.0,gelu
"(5, 0, 2, 0)",0.96,conv2.weight,0.2511479,-0.25114789605140686,0,0.95,-0.010000000000000009,gelu
"(5, 0, 2, 1)",0.95,conv2.weight,-0.061025698,0.061025697737932205,0,0.95,0.0,gelu
"(5, 0, 2, 2)",0.95,conv2.weight,-0.25658885,0.2565888464450836,0,0.95,0.0,gelu
"(5, 1, 0, 0)",0.94,conv2.weight,-0.13104543,0.13104543089866638,0,0.95,0.010000000000000009,gelu
"(5, 1, 0, 1)",0.94,conv2.weight,-0.17914258,0.17914257943630219,0,0.95,0.010000000000000009,gelu
"(5, 1, 0, 2)",0.94,conv2.weight,-0.30057356,0.30057355761528015,0,0.95,0.010000000000000009,gelu
"(5, 1, 1, 0)",0.94,conv2.weight,-0.28609547,0.2860954701900482,0,0.95,0.010000000000000009,gelu
"(5, 1, 1, 1)",0.95,conv2.weight,0.020731775,-0.02073177509009838,0,0.95,0.0,gelu
"(5, 1, 1, 2)",0.95,conv2.weight,-0.39816138,0.398161381483078,0,0.95,0.0,gelu
"(5, 1, 2, 0)",0.95,conv2.weight,-0.31178933,0.311789333820343,0,0.95,0.0,gelu
"(5, 1, 2, 1)",0.95,conv2.weight,-0.25602442,0.25602442026138306,0,0.95,0.0,gelu
"(5, 1, 2, 2)",0.95,conv2.weight,-0.1763734,0.1763734072446823,0,0.95,0.0,gelu
